id,id,Price,Address,zip,status,mls,Subdivision,Year Built,Bedrooms,Bathrooms,Approx SQFT,CrimeRate,Elem_School_District,Hightest_Rated_School
1173,474,420000,2801 W HEARN RD,85053,UCB (Under Contract-Backups),6389974,KNOELL ROYAL OAKS UNIT 7 LOT 1061-1145,1978,3,2.0,1870.0,1.5,Washington,91.9
1174,519,399900,15427 N 37TH LN,85053,Active,6388395,COURTLAND VILLAGE 2 LOT 1-149 TR A-F,1989,3,2.0,1178.0,1.5,Washington,91.9
1175,550,359000,14840 N 31ST DR,85053,Active,6381911,COUNTRY GABLES,1961,3,2.0,959.0,1.5,Washington,91.9
1176,562,535000,3126 W BECK LN,85053,UCB (Under Contract-Backups),6374464,ESTRELLA NORTHWEST 1,1979,3,2.0,2274.0,1.5,Washington,91.9
1177,679,399000,15031 N 37TH AVE,85053,Active,6390461,DEERVIEW UNIT 12,1972,3,2.0,1824.0,1.5,Washington,91.9
1178,893,450000,3008 W ACOMA DR,85053,UCB (Under Contract-Backups),6383054,KNOELL ROYAL OAKS UNIT 6,1976,3,2.0,1833.0,1.5,Washington,91.9
1179,932,450000,14805 N 38TH CIR,85053,UCB (Under Contract-Backups),6377657,DEERVIEW UNIT 5,1969,4,2.0,1981.0,1.5,Washington,91.9
1180,948,550000,3418 W HEARN RD,85053,UCB (Under Contract-Backups),6374937,DEERVIEW UNIT 4,1969,4,2.0,2146.0,1.5,Washington,91.9
1181,1008,479900,14010 N 42ND DR,85053,Active,6379270,NEWCASTLE ESTATES,1973,3,2.0,1510.0,1.5,Washington,91.9
1182,1025,424900,3127 W BANFF LN,85053,Active,6301109,"COUNTRY GABLES 2 LOT 256-281, 294-325, & TR D",1962,3,1.75,1134.0,1.5,Washington,91.9
1183,1171,344000,3223 W ACAPULCO LN,85053,Closed,6384731,"COUNTRY GABLES 2 LOT 256-281, 294-325, & TR D",1970,3,1.75,1562.0,1.5,Washington,91.9
1184,1205,565000,3147 W KINGS AVE W,85053,Closed,6367620,RANCHO ENCANTO UNIT 2,1978,4,2.0,2073.0,1.5,Washington,91.9
1185,1349,430000,3222 W HEARN RD,85053,Closed,6345253,DEERVIEW UNIT 1,1966,4,2.0,2127.0,1.5,Washington,91.9
1186,1384,540000,3148 W Beck LN,85053,Closed,6369922,Estrella Northwest Unit 1,1979,4,2.0,2283.0,1.5,Washington,91.9
1187,1427,526000,14241 N 41ST DR,85053,Closed,6373590,GLENAIRE UNIT 1 AMD,1973,3,3.0,2125.0,1.5,Washington,91.9
1188,1494,360000,15039 N 28TH DR,85053,Closed,6364229,"GREENWAY VILLAGE LOTS 1-23, 123-129, 164-177",1971,2,2.0,1024.0,1.5,Washington,91.9
1189,1521,430000,3630 W EVANS DR,85053,Closed,6375616,DEERVIEW UNIT 8,1971,3,2.0,1908.0,1.5,Washington,91.9
1190,1527,575000,3134 W MARCONI AVE,85053,Closed,6373900,RANCHO ENCANTO UNIT 5,1979,3,2.0,1980.0,1.5,Washington,91.9
1191,1623,465000,3533 W PHELPS RD,85053,Closed,6371858,GOLDEN PALMS NORTH UNIT 1,1983,3,1.75,1881.0,1.5,Washington,91.9
1192,1628,420000,14612 N CARIBE CT,85053,Closed,6362992,COUNTRY GABLES LOT 1-31 TR A & B,1961,3,2.0,1677.0,1.5,Washington,91.9
1193,1632,449000,14021 N 33RD DR,85053,Closed,6360938,DEERVIEW UNIT 3,1968,4,2.0,1981.0,1.5,Washington,91.9
1194,1712,372800,3409 W MANDALAY LN,85053,Closed,6375283,PATIO HOMES NORTH,1970,3,1.75,1128.0,1.5,Washington,91.9
1195,1730,359000,13830 N 34TH AVE,85053,Closed,6379807,DEERVIEW UNIT 3,1969,4,2.0,1818.0,1.5,Washington,91.9
1196,1739,445000,3559 W HEARN RD,85053,Closed,6367905,DEERVIEW UNIT 7,1971,4,2.0,2014.0,1.5,Washington,91.9
1197,1780,325000,3236 W ACAPULCO LN,85053,Closed,6375555,PATIO HOMES NORTH 2,1972,3,1.0,1160.0,1.5,Washington,91.9
1198,1785,480000,14001 N 35TH DR,85053,Closed,6369480,DEERVIEW UNIT 7,1971,3,2.0,1850.0,1.5,Washington,91.9
1199,1809,438000,3128 W DAILEY ST,85053,Closed,6373928,COX MEADOWS 4,1964,3,2.0,1755.0,1.5,Washington,91.9
1200,1913,420000,3048 W ACOMA DR,85053,Closed,6368578,KNOELL ROYAL OAKS UNIT 6,1977,3,2.0,1652.0,1.5,Washington,91.9
1201,1999,478000,2919 W REDFIELD RD,85053,Closed,6355047,KNOELL ROYAL OAKS UNIT 7 LOT 1061-1145,1977,3,2.0,1870.0,1.5,Washington,91.9
1202,2055,400000,2919 W ACOMA DR,85053,Closed,6384535,KNOELL ROYAL OAKS UNIT 6,1976,3,2.0,1614.0,1.5,Washington,91.9
1203,2101,470000,13848 N 40TH AVE,85053,Closed,6365704,NEWCASTLE ESTATES,1975,3,2.0,1893.0,1.5,Washington,91.9
1204,2132,360000,3149 W Juniper AVE,85053,Closed,6359143,Rancho Encanto,1979,2,2.0,1233.0,1.5,Washington,91.9
1205,2140,517500,15002 N 38TH AVE,85053,Closed,6360976,DEERVIEW UNIT 6,1970,5,2.0,2400.0,1.5,Washington,91.9
1206,2161,385000,15039 N 30TH DR,85053,Closed,6370814,"COUNTRY GABLES 2 LOT 256-281, 294-325, & TR D",1970,4,2.0,2160.0,1.5,Washington,91.9
1207,2165,374900,3015 W GREENWAY RD,85053,Closed,6371435,"COUNTRY GABLES 2 LOT 256-281, 294-325, & TR D",1970,5,3.0,1296.0,1.5,Washington,91.9
1208,2199,522000,2939 W PORT AU PRINCE LN,85053,Closed,6365026,COUNTRY GABLES,1961,3,2.0,2065.0,1.5,Washington,91.9
1209,27,765000,8143 E Weldon AVE,85251,Active,6391047,Scottsdale Estates 6,1958,4,2.0,1830.0,0.0,Scottsdale Unified,101.35
1210,170,799000,3908 N 83RD ST,85251,Active,6385878,SCOTTSDALE ESTATES 8 LOTS 888-1013,1958,3,2.0,1716.0,0.0,Scottsdale Unified,101.35
1211,307,649500,7629 E VERDE LN,85251,Active,6378601,CAVALIER VISTA 1,1957,4,2.0,1410.0,0.0,Scottsdale Unified,101.35
1212,395,949900,7708 E 3RD ST,85251,Active,6391721,PEACEFUL VALLEY 2,1957,3,2.0,1586.0,0.0,Scottsdale Unified,101.35
1213,487,699900,4501 N 82ND ST,85251,UCB (Under Contract-Backups),6389676,SCOTTSDALE COUNTRY ACRES,1960,3,2.0,1560.0,0.0,Scottsdale Unified,101.35
1214,514,765000,3131 N 81ST PL,85251,Active,6375580,Trail West,1968,3,2.0,1747.0,0.0,Scottsdale Unified,101.35
1215,521,975000,3208 N 81ST PL,85251,Active,6387885,TRAIL WEST 3,1965,3,2.0,1543.0,0.0,Scottsdale Unified,101.35
1216,702,750000,3027 N 83RD PL,85251,UCB (Under Contract-Backups),6382878,SCOTTSDALE SQUARE,1996,3,2.0,1899.0,0.0,Scottsdale Unified,101.35
1217,707,999000,8102 E MULBERRY ST,85251,UCB (Under Contract-Backups),6380807,TRAIL WEST 2 AMD,1961,3,2.0,1786.0,0.0,Scottsdale Unified,101.35
1218,753,769000,8475 E HAZELWOOD ST,85251,UCB (Under Contract-Backups),6364723,SCOTTSDALE HIGHLAND ESTATES LOT 1-33 TR A,1988,4,3.0,2448.0,0.0,Scottsdale Unified,101.35
1219,821,759000,8404 E THOMAS RD,85251,Active,6353472,SCOTTSDALE ESTATES 16 2504-2531,1974,4,2.0,1937.0,0.0,Scottsdale Unified,101.35
1220,968,750000,4713 N 73RD ST,85251,UCB (Under Contract-Backups),6380367,SCOTTSDALE TERRACE UNIT T,1957,3,2.0,1545.0,0.0,Scottsdale Unified,101.35
1221,991,610000,3613 N HAYDEN RD,85251,UCB (Under Contract-Backups),6378239,SCOTTSDALE ESTATES 6 LOTS 598-759 TRACT A,1958,3,2.0,1503.0,0.0,Scottsdale Unified,101.35
1222,1201,899000,8236 E GLENROSA AVE,85251,Closed,6383172,SCOTTSDALE ESTATES 9 LOTS 1184-1350,1959,3,2.0,1550.0,0.0,Scottsdale Unified,101.35
1223,1262,801000,8114 E PICCADILLY RD,85251,Closed,6383107,SCOTTSDALE ESTATES 5,1958,4,2.0,2049.0,0.0,Scottsdale Unified,101.35
1224,1383,1100000,3337 N 63RD PL,85251,Closed,6384303,MELROSE MEADOWS LOTS 1-23,1958,4,2.0,1910.0,0.0,Scottsdale Unified,101.35
1225,1407,828000,4507 N 82ND ST,85251,Closed,6372697,SCOTTSDALE COUNTRY ACRES,1960,3,2.0,1566.0,0.0,Scottsdale Unified,101.35
1226,1487,725000,8343 E CAMELBACK RD,85251,Closed,6305190,SCOTTSDALE ESTATES 9 LOTS 1184-1350,1959,3,2.0,1815.0,0.0,Scottsdale Unified,101.35
1227,1501,855000,3804 N 68TH ST,85251,Closed,6377749,SOUTHWEST VILLAGE LOTS 91-116,1955,3,2.0,1129.0,0.0,Scottsdale Unified,101.35
1228,1591,530000,7702 E THOMAS RD,85251,Closed,6385725,CAVALIER VISTA 1,1956,3,2.0,1128.0,0.0,Scottsdale Unified,101.35
1229,1608,1100000,8211 E DEVONSHIRE AVE,85251,Closed,6367858,SCOTTSDALE ESTATES 9 LOTS 1184-1350,1959,3,3.0,2117.0,0.0,Scottsdale Unified,101.35
1230,1683,700000,7707 E 3RD ST E,85251,Closed,6381714,PEACEFUL VALLEY,1957,3,2.0,1728.0,0.0,Scottsdale Unified,101.35
1231,2002,701000,8253 E GLENROSA AVE,85251,Closed,6373460,SCOTTSDALE ESTATES 9 LOTS 1184-1350,1959,4,2.0,1654.0,0.0,Scottsdale Unified,101.35
1232,2054,1075000,8242 E ROMA AVE,85251,Closed,6377686,SCOTTSDALE ESTATES 9 LOTS 1184-1350,1959,3,2.0,1534.0,0.0,Scottsdale Unified,101.35
1233,2061,1050000,8508 E HIGHLAND AVE,85251,Closed,6364471,SCOTTSDALE ESTATES 14 LOTS 1687-1844,1960,3,2.0,1800.0,0.0,Scottsdale Unified,101.35
1234,2125,850000,8114 E MITCHELL DR,85251,Closed,6383656,SCOTTSDALE ESTATES 6 LOTS 598-759 TRACT A,1958,4,3.0,1926.0,0.0,Scottsdale Unified,101.35
1235,2126,655000,8119 E INDIAN SCHOOL RD,85251,Closed,6362132,SCOTTSDALE ESTATES 5 LOTS 464-597,1957,4,2.0,1909.0,0.0,Scottsdale Unified,101.35
1236,2179,779000,6515 E 5TH ST,85251,Closed,6372759,Southwest Village,1955,3,2.0,1529.0,0.0,Scottsdale Unified,101.35
1237,2190,605000,8218 E ROMA AVE,85251,Closed,6364706,SCOTTSDALE ESTATES 9 LOTS 1184-1350,1959,3,2.0,1416.0,0.0,Scottsdale Unified,101.35
1238,2243,651000,8221 E HEATHERBRAE AVE,85251,Closed,6359865,SCOTTSDALE ESTATES 9 LOTS 1184-1350,1959,3,2.0,1416.0,0.0,Scottsdale Unified,101.35
1239,2285,1100000,8133 E WHITTON AVE,85251,Closed,6374818,"SCOTTSDALE ESTATES 6 LOTS 598-759, TR A",1958,4,3.0,1922.0,0.0,Scottsdale Unified,101.35
1240,2306,850000,8507 E MONTECITO AVE,85251,Closed,6369926,SCOTTSDALE HIGHLANDS,1958,3,3.0,1660.0,0.0,Scottsdale Unified,101.35
1241,30,335000,4530 W SUNNYSLOPE LN,85302,Active,6395551,SKYVIEW NORTH 1,1971,3,2.0,1120.0,0.0,Washington,91.9
1242,41,485000,10013 N 54TH AVE,85302,Active,6395430,OAKDALE,1984,4,3.5,2201.0,0.0,Washington,91.9
1243,58,410000,4426 W VOGEL AVE,85302,Active,6392378,CONTINENTAL MEADOWS NORTH UNIT 5,1971,3,2.0,1432.0,0.0,Washington,91.9
1244,59,450000,8312 N 62ND DR,85302,Active,6391475,EXECUTIVE PALMS,1997,4,2.5,2163.0,0.0,Washington,91.9
1245,77,550000,5658 W HARMONT DR,85302,Active,6381553,PARADISE VISTAS 2,2005,4,2.5,2961.0,0.0,Washington,91.9
1246,86,775000,6144 W FREEWAY LN,85302,Active,6395195,ALICE PARK,2018,5,3.0,3021.0,0.0,Washington,91.9
1247,153,541000,5653 W DESERT JEWEL DR,85302,Active,6372848,PARADISE VISTAS 2,2005,4,2.0,2159.0,0.0,Washington,91.9
1248,183,444000,10214 N 46TH AVE,85302,Active,6377856,WESTMINSTER VILLAGE AMD,1975,4,2.0,1823.0,0.0,Washington,91.9
1249,186,454000,5662 W LAS PALMARITAS DR,85302,Active,6356715,PARADISE VISTAS,2002,3,2.0,1825.0,0.0,Washington,91.9
1250,192,490000,5333 W CHERYL DR,85302,Active,6387182,OAKDALE,1985,3,2.0,1889.0,0.0,Washington,91.9
1251,373,460000,4601 W GOLDEN LN,85302,CCBS (Contract Contingent on Buyer Sale),6377804,Manzanita Manor 2,1979,4,2.0,2040.0,0.0,Washington,91.9
1252,378,455000,4845 W LAS PALMARITAS DR,85302,UCB (Under Contract-Backups),6391360,NORTHERN PALMS UNIT THREE,1974,4,1.75,2052.0,0.0,Washington,91.9
1253,429,599000,10257 N 53RD AVE,85302,CCBS (Contract Contingent on Buyer Sale),6384363,unknown,1985,4,3.0,2828.0,0.0,Washington,91.9
1254,435,410000,9807 N 50TH DR,85302,Active,6389372,GREENBRIER UNIT 5 LOT 291-371,1977,3,2.0,1884.0,0.0,Washington,91.9
1255,473,499999,4819 W Royal Palm RD,85302,UCB (Under Contract-Backups),6366400,NORTHERN PALMS UNIT 3,1974,4,2.5,2992.0,0.0,Washington,91.9
1256,531,410000,6405 W DIANA AVE,85302,UCB (Under Contract-Backups),6390330,TARRINGTON PLACE,2006,3,2.5,1862.0,0.0,Washington,91.9
1257,547,405000,5814 W ALICE AVE,85302,UCB (Under Contract-Backups),6390807,RANDOLPH RANCH,1998,3,2.0,1373.0,0.0,Washington,91.9
1258,597,445000,8318 N 61st DR,85302,UCB (Under Contract-Backups),6370952,Executive Palms,1996,3,2.0,1775.0,0.0,Washington,91.9
1259,608,440000,10003 N 66TH DR,85302,Active,6391381,CHAPARRAL RANCH PATIO HOMES 3,1986,3,2.0,1273.0,0.0,Washington,91.9
1260,626,525000,8419 N 58TH DR,85302,Active,6391098,THUNDERBIRD ESTATES LOTS 53-170,1973,4,2.0,2023.0,0.0,Washington,91.9
1261,641,470000,10015 N 65TH AVE,85302,Active,6376773,CHAPARRAL RANCH 2,1986,4,2.0,1963.0,0.0,Washington,91.9
1262,691,490000,4321 W RUTH AVE,85302,UCB (Under Contract-Backups),6372893,MANZANITA MANOR 2,1980,3,2.0,1806.0,0.0,Washington,91.9
1263,700,480000,6614 W GOLDEN LN,85302,Active,6390120,FAIRVIEW CROSSING,1999,3,2.0,1596.0,0.0,Washington,91.9
1264,787,481000,8449 N 49TH AVE,85302,Active,6388596,NORTHERN PALMS UNIT 3,1976,4,2.0,2004.0,0.0,Washington,91.9
1265,801,440000,5514 W ALICE AVE,85302,Active,6388167,PACE WEST,1973,4,2.0,1314.0,0.0,Washington,91.9
1266,823,420000,5331 W PURDUE AVE,85302,UCB (Under Contract-Backups),6386175,PASEO PLACE REAMENDED,1979,3,1.75,1512.0,0.0,Washington,91.9
1267,840,462000,6153 W ECHO LN,85302,Active,6387197,EXECUTIVE PALMS,1996,4,2.5,2161.0,0.0,Washington,91.9
1268,855,479900,9837 N 48TH AVE,85302,UCB (Under Contract-Backups),6379407,TANITA FARMS UNIT 3,1976,4,2.0,2447.0,0.0,Washington,91.9
1269,860,589900,8401 N 57TH DR,85302,UCB (Under Contract-Backups),6376528,Thunderbird Estates Lotes 53-170,1971,5,3.5,2475.0,0.0,Washington,91.9
1270,864,445000,6415 W CARON ST,85302,UCB (Under Contract-Backups),6385069,BRAEMAR GLEN,1977,4,2.75,1780.0,0.0,Washington,91.9
1271,903,445000,6316 W MOUNTAIN VIEW RD,85302,Active,6382237,CHAPARRAL RANCH 2,1986,3,1.75,1716.0,0.0,Washington,91.9
1272,921,430000,6576 W PUGET AVE,85302,UCB (Under Contract-Backups),6381830,FAIRVIEW CROSSING,2001,3,2.0,1624.0,0.0,Washington,91.9
1273,928,585000,5826 W PUGET AVE,85302,Active,6370967,RANDOLPH RANCH,1999,4,3.5,2250.0,0.0,Washington,91.9
1274,954,365000,6516 W PALO VERDE AVE,85302,UCB (Under Contract-Backups),6382215,BRAEMAR GLEN UNIT 1,1974,3,2.0,1486.0,0.0,Washington,91.9
1275,973,410000,8913 N 53RD DR,85302,UCB (Under Contract-Backups),6374337,WILLOWBROOK,1978,4,2.0,1787.0,0.0,Washington,91.9
1276,981,420000,9824 N 48TH AVE,85302,UCB (Under Contract-Backups),6380023,GREENBRIER UNIT 4,1975,3,2.0,1592.0,0.0,Washington,91.9
1277,1005,465000,6252 W COCHISE DR,85302,UCB (Under Contract-Backups),6373026,HUNTERS CHASE LOT 1-112 TR A&B,1986,3,3.0,1755.0,0.0,Washington,91.9
1278,1020,455000,6337 W CARON ST,85302,UCB (Under Contract-Backups),6360685,BRAEMAR GLEN 6,1978,3,2.0,1435.0,0.0,Washington,91.9
1279,1067,399900,4435 W SUNNYSLOPE LN,85302,Active,6348572,SKYVIEW NORTH 1,1971,4,2.0,1555.0,0.0,Washington,91.9
1280,1120,460000,8346 N 55TH AVE,85302,Closed,6379992,DEBORAH HOMES NO. 3,1971,5,3.0,2155.0,0.0,Washington,91.9
1281,1147,472000,10417 N 64TH AVE,85302,Closed,6383442,CHAPARRAL RANCH LT 100-248,1985,3,2.0,1799.0,0.0,Washington,91.9
1282,1148,400000,5123 W SELDON LN,85302,Closed,6381101,ROYAL OAKS UNIT 9,1983,3,1.75,1234.0,0.0,Washington,91.9
1283,1164,300000,4426 W SUNNYSLOPE LN,85302,Closed,6375147,SKYVIEW NORTH,1971,2,1.0,896.0,0.0,Washington,91.9
1284,1181,457000,9226 N 48TH DR,85302,Closed,6380949,SANDS WEST UNIT FIVE,1974,4,2.0,2012.0,0.0,Washington,91.9
1285,1193,485000,5317 W SELDON LN,85302,Closed,6362488,ROYAL OAKS UNIT 9,1980,3,1.75,1725.0,0.0,Washington,91.9
1286,1231,426900,5652 W Cochise DR,85302,Closed,6386047,BRAEMAR ESTATES NO. 4,1975,3,2.0,1440.0,0.0,Washington,91.9
1287,1250,371000,4607 W MISSION LN,85302,Closed,6381822,SKYVIEW NORTH 1,1971,3,2.0,1119.0,0.0,Washington,91.9
1288,1267,400000,4841 W Townley AVE,85302,Closed,6318211,NEW WORLD GLENDALE UNIT 1 AMD,1973,4,2.0,1689.0,0.0,Washington,91.9
1289,1324,515000,5664 W LOMA LN,85302,Closed,6319960,PARADISE VISTAS 2,2005,4,2.5,2961.0,0.0,Washington,91.9
1290,1348,440000,5337 W Sanna ST,85302,Closed,6382108,Olive West 4,1972,4,2.0,1880.0,0.0,Washington,91.9
1291,1367,416000,6533 W MOUNTAIN VIEW RD,85302,Closed,6376520,BRAEMAR GLEN UNIT 1,1974,4,2.0,1630.0,0.0,Washington,91.9
1292,1415,480000,5044 W Sanna ST,85302,Closed,6379604,Mountain View Meadows 4,1979,4,2.0,1957.0,0.0,Washington,91.9
1293,1425,455000,4302 W ECHO LN,85302,Closed,6369673,SANDS OASIS 4,1971,4,3.0,3203.0,0.0,Washington,91.9
1294,1468,450000,4819 W PURDUE AVE,85302,Closed,6370518,MOUNTAIN VIEW MEADOWS 2,1977,3,2.0,1647.0,0.0,Washington,91.9
1295,1534,425000,6308 W Onyx AVE,85302,Closed,6350749,CHAPARRAL RANCH 2,1985,3,2.0,1473.0,0.0,Washington,91.9
1296,1555,540000,5431 W COCHISE DR,85302,Closed,6361720,OAKDALE,1986,5,3.5,2980.0,0.0,Washington,91.9
1297,1569,425000,5612 W GOLDEN LN,85302,Closed,6377900,PACE WEST,1972,3,2.0,1218.0,0.0,Washington,91.9
1298,1668,469900,5643 W MOUNTAIN VIEW RD,85302,Closed,6375278,BRAEMAR ESTATES 2,1972,3,2.0,1413.0,0.0,Washington,91.9
1299,1674,410000,6629 W CHERYL DR,85302,Closed,6363706,CHAPARRAL RANCH PATIO HOMES,1986,3,2.0,1365.0,0.0,Washington,91.9
1300,1679,590000,10011 N 57TH DR,85302,Closed,6369941,MARBRISA RANCH,1994,4,2.0,2051.0,0.0,Washington,91.9
1301,1690,400000,8618 N 51ST DR,85302,Closed,6376035,WINDSOR SQUARE ESTATES,1985,3,2.0,1283.0,0.0,Washington,91.9
1302,1752,375000,5326 W PURDUE AVE,85302,Closed,6381225,PASEO PLACE REAMENDED,1979,3,1.75,1513.0,0.0,Washington,91.9
1303,1786,530000,10034 N 50TH AVE,85302,Closed,6377194,GREENBRIER UNIT 4,1976,4,1.75,1904.0,0.0,Washington,91.9
1304,1830,380000,10216 N 65TH LN,85302,Closed,6367732,CHAPARRAL RANCH PATIO HOMES,1985,3,2.0,1190.0,0.0,Washington,91.9
1305,1848,452000,9425 N 63RD DR,85302,Closed,6368700,BRAEMAR GLEN,1979,4,2.0,1541.0,0.0,Washington,91.9
1306,1862,445000,6143 W Navajo DR,85302,Closed,6372612,Executive Palms,1999,3,2.0,1532.0,0.0,Washington,91.9
1307,1875,405000,5210 W LAS PALMARITAS DR,85302,Closed,6354406,NORTHERN PALMS 4,1978,3,2.0,1541.0,0.0,Washington,91.9
1308,1935,429000,8718 N 57TH LN,85302,Closed,6332656,RANDOLPH RANCH,1999,3,2.0,1679.0,0.0,Washington,91.9
1309,1981,523500,5250 W ROYAL PALM RD,85302,Closed,6373504,NORTHERN PALMS 4,1976,4,2.0,1833.0,0.0,Washington,91.9
1310,2009,470000,5348 W EVA ST,85302,Closed,6370522,OLIVE WEST 4,1972,4,2.0,1985.0,0.0,Washington,91.9
1311,2010,410000,9053 N 53RD AVE,85302,Closed,6338185,GOLDWATER GLEN,1974,4,2.0,2485.0,0.0,Washington,91.9
1312,2012,435000,5510 W CAROL AVE,85302,Closed,6364711,BRAEMAR ESTATES 2,1972,4,2.0,1463.0,0.0,Washington,91.9
1313,2107,480000,5147 W ECHO LN,85302,Closed,6363259,NORTHERN PALMS 4,1979,4,2.0,2239.0,0.0,Washington,91.9
1314,2156,386000,6325 W CARON ST,85302,Closed,6368637,BRAEMAR GLEN 6,1980,2,2.0,1107.0,0.0,Washington,91.9
1315,2192,450000,8721 N 58TH LN,85302,Closed,6351428,RANDOLPH RANCH,1998,4,3.0,1892.0,0.0,Washington,91.9
1316,2207,450000,5630 W HATCHER RD,85302,Closed,6369077,BRAEMAR ESTATES 2,1972,4,2.0,1883.0,0.0,Washington,91.9
1317,2220,417000,4532 W CINNABAR AVE,85302,Closed,6363766,TANITA FARMS UNIT 1,1977,3,2.5,1527.0,0.0,Washington,91.9
1318,2266,450000,5230 W COCHISE DR,85302,Closed,6358302,BEACON HEIGHTS,2013,3,2.0,1874.0,0.0,Washington,91.9
1319,2307,475000,5634 W MISSION LN,85302,Closed,6364917,BRAEMAR ESTATES,1971,3,2.0,1768.0,0.0,Washington,91.9
1320,40,524000,4346 W SHAW BUTTE DR,85304,Active,6391875,LAUREL COVE,2017,4,2.0,2024.0,0.2,Washington,91.9
1321,97,425000,4809 W PARADISE DR,85304,Active,6383379,CONTINENTAL NORTH UNIT 8,1973,4,2.0,1730.0,0.2,Washington,91.9
1322,100,525000,12340 N 58TH DR,85304,Active,6395130,MISSION GROVES 3 AT MARSHALL RANCH,1996,4,2.0,1979.0,0.2,Washington,91.9
1323,102,470000,4619 W Becker LN,85304,Active,6395116,Cavalier West,1972,4,2.0,1975.0,0.2,Washington,91.9
1324,208,423000,10655 N 45TH DR,85304,Active,6377432,CAVALIER WEST,1972,3,2.0,1559.0,0.2,Washington,91.9
1325,236,450000,5234 W RIVIERA DR,85304,Active,6394631,MARLBOROUGH COUNTRY,1979,3,2.0,1649.0,0.2,Washington,91.9
1326,244,475000,5025 W DESERT COVE AVE,85304,UCB (Under Contract-Backups),6390038,GREENBRIER UNIT 3,1974,3,2.0,1772.0,0.2,Washington,91.9
1327,406,575000,11404 N 50TH LN,85304,Active,6392979,ARTISAN AT CHOLLA,2017,3,2.0,1851.0,0.2,Washington,91.9
1328,475,510000,4327 W CORRINE DR,85304,Active,6393081,NEWCASTLE ESTATES UNIT TWO,1979,3,2.0,1977.0,0.2,Washington,91.9
1329,559,480000,6311 W DESERT HILLS DR,85304,Active,6392027,WEST BLUFF,1981,3,2.0,1715.0,0.2,Washington,91.9
1330,628,450000,5923 W GARDEN DR,85304,UCB (Under Contract-Backups),6387786,OAKHOLLOW LOTS 1-209 & TR A,1988,3,2.0,1719.0,0.2,Washington,91.9
1331,640,423000,6602 W DESERT COVE AVE,85304,Active,6383594,BRAEWOOD VERDES UNIT 2,1983,2,2.0,1162.0,0.2,Washington,91.9
1332,642,485000,6322 W BECKER LN,85304,Active,6372558,MONTARA,1984,3,2.5,1629.0,0.2,Washington,91.9
1333,714,429900,13060 N 56TH AVE,85304,UCB (Under Contract-Backups),6387755,THUNDERBIRD PALMS 4 AMD LOT 884-1015 1019-1048,1984,3,1.75,1427.0,0.2,Washington,91.9
1334,737,465000,5010 W MERCER LN,85304,UCB (Under Contract-Backups),6386842,GREENBRIER UNIT 3,1974,3,3.0,1938.0,0.2,Washington,91.9
1335,757,569000,5545 W CORTEZ ST,85304,UCB (Under Contract-Backups),6377548,WINNWOOD ESTATES UNIT 1,1978,3,3.0,2015.0,0.2,Washington,91.9
1336,760,487000,11631 N 58TH DR,85304,Active,6374768,WARRANTEED WEST,1974,5,2.0,1836.0,0.2,Washington,91.9
1337,851,425000,11002 N 64TH LN,85304,UCB (Under Contract-Backups),6378894,COPPERWOOD 5,1982,3,1.75,1546.0,0.2,Washington,91.9
1338,865,474000,4436 W SIERRA ST,85304,Active,6376977,CONTINENTAL NORTH UNIT 6,1971,4,2.0,1834.0,0.2,Washington,91.9
1339,894,423000,4806 W ASTER DR,85304,Active,6343083,PARKWOOD 9,1978,3,2.0,1372.0,0.2,Washington,91.9
1340,917,462320,11203 N 55TH AVE,85304,UCB (Under Contract-Backups),6372046,GREENBRIER UNIT 7,1980,3,2.0,1822.0,0.2,Washington,91.9
1341,952,410000,4933 W LARKSPUR DR,85304,UCB (Under Contract-Backups),6376425,PARKWOOD SUBDIVISION UNIT NO. 10,1979,3,2.0,1537.0,0.2,Washington,91.9
1342,1024,850000,4736 W DESERT HILLS DR,85304,Active,6375727,CONTINENTAL NORTH UNIT 8,1973,3,2.0,2555.0,0.2,Washington,91.9
1343,1174,365000,6419 W Desert Cove AVE,85304,Closed,6372621,Westbury Manor,1983,3,2.0,1292.0,0.2,Washington,91.9
1344,1222,436000,13233 N 55TH DR,85304,Closed,6374901,THUNDERBIRD PALMS UNIT 4 AMD,1983,3,2.0,1169.0,0.2,Washington,91.9
1345,1247,605000,5611 W BLOOMFIELD RD,85304,Closed,6373992,MISSION GROVES 2 AT MARSHALL RANCH LT 1-76 TR A B,1992,5,2.5,3024.0,0.2,Washington,91.9
1346,1290,410000,10829 N 45TH AVE,85304,Closed,6380348,KNOELL NORTH 8,1972,3,2.0,1696.0,0.2,Washington,91.9
1347,1297,410000,4715 W Poinsettia DR,85304,Closed,6356279,Continental North Unit Eight,1973,3,2.0,1698.0,0.2,Washington,91.9
1348,1318,510000,6233 W WETHERSFIELD RD,85304,Closed,6376632,WESTERRA,1980,4,2.0,1992.0,0.2,Washington,91.9
1349,1422,500000,4827 W SUNNYSIDE AVE,85304,Closed,6348630,CONTINENTAL NORTH UNIT 8,1973,4,2.0,1953.0,0.2,Washington,91.9
1350,1453,565000,5303 W PERSHING AVE,85304,Closed,6373468,HICKORY SHADOWS UNIT 2,1983,4,3.0,2723.0,0.2,Washington,91.9
