id,id,Price,Address,zip,status,mls,Subdivision,Year Built,Bedrooms,Bathrooms,Approx SQFT,CrimeRate,Elem_School_District,Hightest_Rated_School
522,963,319000,5645 S 13TH WAY,85040,Active,6365946,VILLA MONTE VISTA,1973,4,2.0,1154.0,2.8,Roosevelt,76.54
523,997,494000,2535 E BROADWAY RD,85040,Active,6380499,BROADWAY ESTATES LOTS 137-158,2022,4,3.0,2215.0,2.8,Roosevelt,76.54
524,1015,495000,2249 E PECAN RD,85040,UCB (Under Contract-Backups),6375140,COPPER LEAF DEVELOPMENT UNIT 2,2007,3,2.5,1951.0,2.8,Roosevelt,76.54
525,1057,445000,1812 E JONES AVE,85040,Active,6357009,PROGRESS PLACE,1955,4,2.5,2004.0,2.8,Roosevelt,76.54
526,1126,240000,1628 E SUNLAND AVE,85040,Closed,6391521,LA CHULA VISTA SUB,1950,3,2.0,1800.0,2.8,Roosevelt,76.54
527,1316,395000,1757 E WIER AVE,85040,Closed,6376586,PARK SOUTH 6,1961,3,2.0,1681.0,2.8,Roosevelt,76.54
528,1386,445000,5613 S 14TH WAY,85040,Closed,6377072,SOUTHERN CROSSING,2001,4,2.0,1892.0,2.8,Roosevelt,76.54
529,1437,615000,3144 E CHIPMAN RD,85040,Closed,6357829,WIER ESTATES LOTS 159-168,2017,7,4.0,2570.0,2.8,Roosevelt,76.54
530,1444,430000,1306 E HUNTINGTON DR E,85040,Closed,6371394,VILLA MONTE VISTA,1997,3,2.0,1710.0,2.8,Roosevelt,76.54
531,1513,360000,5624 S 9TH PL,85040,Closed,6371061,SOUTHERN HOMES,1956,4,2.0,1360.0,2.8,Roosevelt,76.54
532,1566,425000,4345 E GROVE ST,85040,Closed,6370882,WOODBRIAR 6,1974,3,2.0,1290.0,2.8,Roosevelt,76.54
533,1581,380000,1022 E Chambers ST,85040,Closed,6377323,SAGECREST,2004,3,2.5,1385.0,2.8,Roosevelt,76.54
534,1590,242500,4334 E GROVE ST E,85040,Closed,6373718,WOODBRIAR 6,1974,3,2.0,1040.0,2.8,Roosevelt,76.54
535,1688,385000,2529 E WOOD ST,85040,Closed,6370746,NORTH BROADWAY ESTATES 1 LOTS 141-159,2006,3,2.0,1290.0,2.8,Roosevelt,76.54
536,1716,402000,5117 S 11TH ST,85040,Closed,6368346,ROMLEY ESTATES,2018,3,2.0,1124.0,2.8,Roosevelt,76.54
537,1814,345000,4437 S 8TH PL S,85040,Closed,6370924,BROADWAY PARK,1946,3,1.0,1167.0,2.8,Roosevelt,76.54
538,1842,419000,1939 E ENCINAS LN,85040,Closed,6358921,SELLERS PLACE,2020,4,2.0,2035.0,2.8,Roosevelt,76.54
539,1929,270000,4434 S 8TH ST,85040,Closed,6334166,BROADWAY PARK,1946,3,1.0,1074.0,2.8,Roosevelt,76.54
540,2056,370000,2726 E BROADWAY RD,85040,Closed,6367071,NORTH BROADWAY ESTATES 1 LOTS 141-159,2006,3,2.0,1544.0,2.8,Roosevelt,76.54
541,2085,390000,1439 E MOBILE LN,85040,Closed,6371215,RIDGEFIELD,2004,4,2.5,1600.0,2.8,Roosevelt,76.54
542,2117,630000,2214 E CHANUTE PASS,85040,Closed,6362315,COPPER LEAF DEVELOPMENT UNIT 1,2005,4,3.0,3772.0,2.8,Roosevelt,76.54
543,2188,516000,2315 E La Salle ST,85040,Closed,6364223,Copper Leaf,2006,4,2.5,3073.0,2.8,Roosevelt,76.54
544,2233,385000,1429 E BLOCH RD,85040,Closed,6359179,RIDGEFIELD,2004,4,2.5,1580.0,2.8,Roosevelt,76.54
545,9,875000,541 W MARLETTE AVE,85013,Active,6395711,AMBASSADOR ESTS,1960,3,2.0,2270.0,2.0,Osborn,72.93
546,167,615000,330 W HAZELWOOD ST,85013,Active,6385135,SOUTH PIERSON PLACE HISTORIC & NATIONAL REGISTER NEIGHBORHOOD,1943,3,2.0,1647.0,2.0,Osborn,72.93
547,283,989000,1111 W BETHANY HOME RD,85013,Active,6386825,SUNVIEW ESTATES 2,1949,4,3.5,2200.0,2.0,Osborn,72.93
548,290,695000,2917 N 8TH AVE,85013,Active,6393374,COLLEGE ADDITION,1941,3,3.0,1708.0,2.0,Osborn,72.93
549,377,615000,3308 N 6TH AVE,85013,Active,6393806,PARK CENTRAL UNIT 1,1955,3,2.0,1414.0,2.0,Osborn,72.93
550,389,850000,5812 N 14TH AVE,85013,CCBS (Contract Contingent on Buyer Sale),6389845,SUNVIEW ESTATES 2,1951,4,2.0,1874.0,2.0,Osborn,72.93
551,444,650000,449 W CHEERY LYNN RD,85013,Active,6384572,PARK CENTRAL UNIT 1,1954,4,3.0,2034.0,2.0,Osborn,72.93
552,454,799999,516 W Vermont AVE,85013,Active,6384951,Orangewood Estates,1947,3,3.0,2000.0,2.0,Osborn,72.93
553,555,549000,3344 N 6TH AVE,85013,Active,6385124,PARK CENTRAL UNIT 1,1955,3,2.0,1406.0,2.0,Osborn,72.93
554,620,525000,836 W WHITTON AVE,85013,Active,6390385,NORTH PARK CENTRAL UNIT 1,1951,3,1.5,1580.0,2.0,Osborn,72.93
555,635,485000,1210 W MISSOURI AVE,85013,Active,6350082,HANDELL VILLA,1950,3,2.0,1302.0,2.0,Osborn,72.93
556,696,596000,1315 W ORANGE DR,85013,UCB (Under Contract-Backups),6386933,CHRIS GILGIANS CAMELBACK VILLAGE UNIT 1,1956,3,2.0,1513.0,2.0,Osborn,72.93
557,793,775000,1202 W ROVEY AVE,85013,UCB (Under Contract-Backups),6386546,DEL MONTE ESTATES,1955,3,3.0,1974.0,2.0,Osborn,72.93
558,841,699900,4025 N 8TH AVE,85013,Active,6387192,NORTH PARK CENTRAL,1952,4,3.0,2200.0,2.0,Osborn,72.93
559,845,875000,37 W MCLELLAN BLVD,85013,UCB (Under Contract-Backups),6378526,CALLAWAY,1954,4,3.0,2862.0,2.0,Osborn,72.93
560,1188,375000,3850 N 12TH AVE,85013,Closed,6382148,WOODLAWN PARK,1947,2,1.0,1000.0,2.0,Osborn,72.93
561,1326,470000,1016 W CAMPBELL AVE,85013,Closed,6365294,"PARK VIEW HOMES PLAT 2 LOTS 53-87, 274-281",1951,3,2.0,1261.0,2.0,Osborn,72.93
562,1341,400000,536 W TURNEY AVE,85013,Closed,6357789,YAPLE PARK,1948,2,1.0,850.0,2.0,Osborn,72.93
563,1423,725000,533 W SAN JUAN AVE,85013,Closed,6370002,SAN MIGUEL,1948,3,2.0,1788.0,2.0,Osborn,72.93
564,1565,481086,4732 N 14TH AVE,85013,Closed,6332672,COX ESTATES,1956,4,2.5,2190.0,2.0,Osborn,72.93
565,1598,702000,1142 W VERMONT AVE,85013,Closed,6372974,CHRIS GILGIANS CAMELBACK VILLAGE UNIT 2,1956,3,2.0,1532.0,2.0,Osborn,72.93
566,1843,630000,1403 W LUKE AVE,85013,Closed,6372936,HANDELL VILLA,1950,3,2.0,1302.0,2.0,Osborn,72.93
567,1877,620000,1202 W CAMPBELL AVE,85013,Closed,6362959,PARK VIEW HOMES PLAT 2 LOTS 88-273,1952,4,2.5,1641.0,2.0,Osborn,72.93
568,1879,450000,811 W PICCADILLY RD W,85013,Closed,6370297,NORTH PARK CENTRAL UNIT 3,1952,3,1.0,1185.0,2.0,Osborn,72.93
569,2032,521500,6409 N 13TH AVE,85013,Closed,6384274,Palo Verde Greens,2000,3,2.0,1836.0,2.0,Osborn,72.93
570,2045,855000,316 W Montecito AVE,85013,Closed,6361733,TURNEY SQUARE,1950,3,2.0,1782.0,2.0,Osborn,72.93
571,2053,950000,1002 W CLAREMONT ST,85013,Closed,6368312,VILLA NOVENA AMENDED,1981,4,2.0,2838.0,2.0,Osborn,72.93
572,2064,526000,755 W Coolidge ST,85013,Closed,6349566,INCOME ACRES,1946,3,2.0,1339.0,2.0,Osborn,72.93
573,2129,600000,3836 N 12TH AVE,85013,Closed,6366518,WOODLAWN PARK,1947,3,2.0,1455.0,2.0,Osborn,72.93
574,2136,385000,808 W PICCADILLY RD,85013,Closed,6376677,NORTH PARK CENTRAL UNIT 3,1952,3,2.5,1276.0,2.0,Osborn,72.93
575,2195,600000,901 W OREGON AVE,85013,Closed,6372512,CHRIS GILGIANS COX VILLA 2,1957,3,2.0,1304.0,2.0,Osborn,72.93
576,2202,670000,3355 N 6th AVE,85013,Closed,6367005,PARK CENTRAL UNIT 1,1953,3,2.0,1556.0,2.0,Osborn,72.93
577,2254,460000,3343 N 6TH AVE,85013,Closed,6373280,PARK CENTRAL UNIT 1,1955,3,2.0,1402.0,2.0,Osborn,72.93
578,2288,480000,838 W PICCADILLY RD,85013,Closed,6352248,NORTH PARK CENTRAL UNIT 3,1952,3,2.0,1276.0,2.0,Osborn,72.93
579,2303,620000,6146 N 10Th AVE,85013,Closed,6370472,ROSE LANE PLAZA LOTS 21-52 TR A,1958,3,2.0,1478.0,2.0,Osborn,72.93
580,10,335000,6716 N 51ST DR,85301,Active,6395696,SHEETS ADD,1947,3,2.0,1210.0,0.0,Alhambra,100.04
581,19,385000,6912 N 49TH AVE,85301,UCB (Under Contract-Backups),6392204,CAVALIER DALE,1955,4,2.0,1631.0,0.0,Alhambra,100.04
582,34,399900,6408 W FLYNN LN,85301,Active,6327696,WESTDALE ESTATES UNIT 1,1973,4,2.0,2201.0,0.0,Alhambra,100.04
583,39,496000,5026 W LAWRENCE RD,85301,Active,6395444,CAVALIER DALE,1955,4,2.0,1984.0,0.0,Alhambra,100.04
584,68,275000,5624 N 62ND AVE,85301,Active,6388896,MARYVALE TERRACE 20-A LTS 7490-7494,1959,3,1.25,1020.0,0.0,Alhambra,100.04
585,144,534900,5239 W KALER CIR,85301,Active,6379883,MANISTEE RANCH PARCEL 3,2000,4,2.0,2071.0,0.0,Alhambra,100.04
586,162,299999,6509 N 61st AVE,85301,Active,6389241,ORANGECROFT,1947,2,1.0,768.0,0.0,Alhambra,100.04
587,172,334999,6638 N 53RD DR REAR,85301,Active,6390276,SUGAR ADD BLKS 7-12 & 16,1955,3,2.0,950.0,0.0,Alhambra,100.04
588,184,432000,4544 W CAVALIER DR,85301,Active,6336632,WEST PLAZA 14A LOT 205-213 & TR B,1964,4,3.0,2377.0,0.0,Alhambra,100.04
589,191,466000,6027 N 61ST DR,85301,Active,6386349,MARYVALE TERRACE 21 LTS 7803-7913 & TR A,1960,4,2.0,1665.0,0.0,Alhambra,100.04
590,349,525000,7650 N 46TH DR,85301,UCB (Under Contract-Backups),6384529,GOLDEN PALMS ESTATES UNIT 3,1970,4,2.0,2878.0,0.0,Alhambra,100.04
591,381,365000,5608 W Gardenia AVE,85301,Active,6390129,CATLIN COURT,1991,3,1.0,1012.0,0.0,Alhambra,100.04
592,387,277700,5009 W CAVALIER DR,85301,Active,6392314,GENEVIEVE PLACE,1951,3,2.0,968.0,0.0,Alhambra,100.04
593,397,395000,6316 W CAVALIER DR,85301,Active,6393573,MARYVALE TERRACE 21 LTS 7803-7913 & TR A,1960,5,2.0,1760.0,0.0,Alhambra,100.04
594,431,420000,4721 W STATE AVE,85301,UCB (Under Contract-Backups),6387380,WEST PLAZA 27,1971,4,2.0,1964.0,0.0,Alhambra,100.04
595,476,392000,4349 W Morten AVE,85301,Active,6371157,Glen Acres,1955,3,2.0,1489.0,0.0,Alhambra,100.04
596,482,419900,7772 N 58TH DR,85301,UCB (Under Contract-Backups),6389365,PALM TERRACE,2004,3,2.0,1092.0,0.0,Alhambra,100.04
597,506,380001,7780 N 55TH DR,85301,Active,6390240,PALM TERRACE,2003,3,2.0,1237.0,0.0,Alhambra,100.04
598,689,355000,5616 N 62ND DR,85301,Active,6377770,MARYVALE TERRACE 20-A LTS 7490-7494,1959,4,2.0,1573.0,0.0,Alhambra,100.04
599,709,399900,4420 W KEIM DR,85301,Active,6387611,WEST PLAZA 15,1963,3,2.0,1412.0,0.0,Alhambra,100.04
600,717,320000,6029 W CLAREMONT ST,85301,UCB (Under Contract-Backups),6381086,RANCHO VIEJO,1953,4,2.0,1214.0,0.0,Alhambra,100.04
601,761,325000,6717 N 55TH DR,85301,UCB (Under Contract-Backups),6386362,"PARK ADDN BLKS 26-28, 7-15",1950,2,1.0,1101.0,0.0,Alhambra,100.04
602,775,385000,5615 W NORTHVIEW AVE,85301,Active,6373069,"CATLIN COURT BLK 13-15, 18-20",1948,3,2.0,1386.0,0.0,Alhambra,100.04
603,870,325000,6513 W KEIM DR,85301,UCB (Under Contract-Backups),6373606,MARYVALE TERRACE 21 LTS 7803-7913 & TR A,1960,2,1.0,896.0,0.0,Alhambra,100.04
604,925,364000,5553 N 62ND DR,85301,UCB (Under Contract-Backups),6351582,MARYVALE TERRACE 20-A LTS 7490-7494,1959,3,2.0,1717.0,0.0,Alhambra,100.04
605,967,374000,5637 N 63RD DR,85301,Active,6382686,MARYVALE TERRACE 20-A LTS 7490-7494,1960,4,1.5,1500.0,0.0,Alhambra,100.04
606,1103,379900,6135 W LAWRENCE RD,85301,Closed,6375143,ORCHARD ADD BLK 11 LOT 1,1959,4,2.0,1271.0,0.0,Alhambra,100.04
607,1159,375000,4838 W SOLANO DR N,85301,Closed,6330968,BETHANY HEIGHTS 4,1975,4,2.0,1960.0,0.0,Alhambra,100.04
608,1166,260000,5432 W MYRTLE AVE,85301,Closed,6381173,COOK & WHITE ADD AMD,1947,3,1.0,1300.0,0.0,Alhambra,100.04
609,1167,198000,5522 W MYRTLE AVE,85301,Closed,6381182,"CATLIN COURT BLK 13-15, 18-20",1915,3,1.0,855.0,0.0,Alhambra,100.04
610,1185,435000,5708 W FRIER DR,85301,Closed,6377605,SANDS ESTATES 5,1972,3,2.0,2374.0,0.0,Alhambra,100.04
611,1251,340000,5541 N 61ST LN,85301,Closed,6377324,MARYVALE TERRACE 20-A LTS 7490-7494,1959,3,1.5,1157.0,0.0,Alhambra,100.04
612,1320,425000,6402 N 45TH DR,85301,Closed,6371421,WEST PLAZA 16,1964,4,2.5,2654.0,0.0,Alhambra,100.04
613,1390,435000,5017 N 61ST AVE,85301,Closed,6369075,MARYVALE TERRACE 18 LTS 5925-6052 3R B,1959,4,2.5,1833.0,0.0,Alhambra,100.04
614,1408,281000,7401 N 61ST DR,85301,Closed,6357257,ALSOBROOK PLACE,1935,2,1.0,861.0,0.0,Alhambra,100.04
615,1419,345000,6435 W LAWRENCE RD,85301,Closed,6349141,WESTDALE ESTATES UNIT 2,1978,4,2.0,1698.0,0.0,Alhambra,100.04
616,1428,419000,4937 W FRIER DR,85301,Closed,6383891,WEST PLAZA 26,1970,4,3.5,2403.0,0.0,Alhambra,100.04
617,1455,475000,4620 W SOLANO DR N,85301,Closed,6362544,BETHANY HEIGHTS 2,1972,4,2.0,1997.0,0.0,Alhambra,100.04
618,1461,460000,5157 W VISTA AVE,85301,Closed,6375306,MANISTEE RANCH PARCEL 3,1999,3,2.0,1681.0,0.0,Alhambra,100.04
619,1475,340000,6814 N 59TH AVE,85301,Closed,6343711,"ORCHARD ADD BLK 20-21-22, & 38-39-40 AMD",1940,3,2.0,1200.0,0.0,Alhambra,100.04
620,1477,453000,7783 N 56TH LN,85301,Closed,6374413,PALM TERRACE,2004,4,2.0,2102.0,0.0,Alhambra,100.04
621,1491,415000,5419 N 64th AVE,85301,Closed,6367634,MARYVALE TERRACE 20 LOTS 6944-6948,1960,4,2.5,1900.0,0.0,Alhambra,100.04
622,1503,320000,6428 W FLYNN LN,85301,Closed,6380723,WESTDALE ESTATES UNIT 1,1971,3,2.0,1318.0,0.0,Alhambra,100.04
623,1572,405000,6414 N 45TH AVE,85301,Closed,6376903,WEST PLAZA 16,1964,4,2.0,1904.0,0.0,Alhambra,100.04
624,1641,385000,6020 N 61ST DR,85301,Closed,6380888,MARYVALE TERRACE 21 LTS 7803-7913 & TR A,1960,4,2.0,1665.0,0.0,Alhambra,100.04
625,1646,375000,4901 W SIERRA VISTA DR,85301,Closed,6367554,BRAE VIEW,1960,3,2.0,1197.0,0.0,Alhambra,100.04
626,1691,360000,6752 N 65TH AVE,85301,Closed,6369640,WESTDALE ESTATES UNIT 1,1971,3,2.0,1503.0,0.0,Alhambra,100.04
627,1790,370000,6510 W ORANGE DR,85301,Closed,6352534,MARYVALE TERRACE 20 LOTS 6944-6948,1960,4,3.0,2751.0,0.0,Alhambra,100.04
628,1812,427000,4637 W NORTHVIEW AVE,85301,Closed,6373488,PALM LANE VILLAGE,1974,3,2.0,1622.0,0.0,Alhambra,100.04
629,1882,407000,4411 W CAVALIER DR,85301,Closed,6371048,WEST PLAZA 14A LOT 205-213 & TR B,1962,4,2.0,1560.0,0.0,Alhambra,100.04
630,1915,365000,4631 W MARSHALL AVE,85301,Closed,6369484,BETHANY HEIGHTS 3,1973,3,2.0,1424.0,0.0,Alhambra,100.04
631,1941,391000,5748 W VISTA AVE,85301,Closed,6364007,SANDS ESTATES,1955,3,2.0,1560.0,0.0,Alhambra,100.04
632,1985,420000,7531 N 60TH AVE,85301,Closed,6355649,ALSOBROOK PLACE 2,1950,3,2.0,1973.0,0.0,Alhambra,100.04
633,2014,390000,5032 N 65TH AVE,85301,Closed,6328805,MARYVALE TERRACE 20 LOTS 6944-6948,1959,4,2.0,2433.0,0.0,Alhambra,100.04
634,2044,403000,6110 W SOLANO DR S,85301,Closed,6366250,MARYVALE TERRACE 20-A LTS 7490-7494,1959,4,2.0,1765.0,0.0,Alhambra,100.04
635,2060,335000,4316 W KEIM DR,85301,Closed,6360876,WEST PLAZA 15,1964,3,2.0,1549.0,0.0,Alhambra,100.04
636,2075,310000,4721 W NICOLET AVE,85301,Closed,6340503,NICOLET PLACE,1950,2,1.0,896.0,0.0,Alhambra,100.04
637,2097,360000,5619 W GARDENIA AVE,85301,Closed,6368064,"CATLIN COURT BLK 13-15, 18-20",1930,3,2.0,1470.0,0.0,Alhambra,100.04
638,2163,430000,7723 N 46TH DR,85301,Closed,6368957,GOLDEN PALMS ESTATES 2,1970,4,2.5,2016.0,0.0,Alhambra,100.04
639,2168,460000,7520 N 46TH DR,85301,Closed,6366654,GOLDEN PALMS ESTATES UNIT 4,1971,4,2.0,2289.0,0.0,Alhambra,100.04
640,2205,470000,7681 N 51ST LN,85301,Closed,6366185,MANISTEE RANCH PARCEL 3,2000,3,2.5,1832.0,0.0,Alhambra,100.04
641,2230,440000,5846 W STATE AVE,85301,Closed,6363248,"CATLIN COURT BLK 13-15, 18-20",1925,4,3.0,1767.0,0.0,Alhambra,100.04
642,2241,440000,7119 N 66th DR,85301,Closed,6356603,Pecan Ridge One Lot 1-18,2022,4,3.0,1840.0,0.0,Alhambra,100.04
643,2246,360000,6401 N 45TH DR,85301,Closed,6356395,WEST PLAZA 16,1964,3,2.0,1520.0,0.0,Alhambra,100.04
644,12,599000,2536 E SYLVIA ST,85032,UCB (Under Contract-Backups),6387602,CLEARVIEW 3,1971,4,2.0,1811.0,3.2,Paradise Valley Unified,99.97
645,28,490000,4435 E WHITNEY LN,85032,Active,6395562,COVEY UNIT 7 LOT 329-363,1983,2,2.0,1441.0,3.2,Paradise Valley Unified,99.97
646,36,529420,3550 E EDNA AVE,85032,Active,6387804,"PREMIERE AT SUMMER BREEZE TWO LOT 97-166 TR A,B",1992,3,2.0,1157.0,3.2,Paradise Valley Unified,99.97
647,38,475900,2730 E DAHLIA DR,85032,Active,6392585,CLEARVIEW 6,1972,3,2.0,1380.0,3.2,Paradise Valley Unified,99.97
648,72,974999,13401 N 31ST PL,85032,Active,6364671,RESERVE AT SHADOW MOUNTAIN,2006,5,3.5,3515.0,3.2,Paradise Valley Unified,99.97
649,75,549000,3908 E Carol Ann WAY,85032,UCB (Under Contract-Backups),6393831,Silvertree 1,1986,3,2.0,1608.0,3.2,Paradise Valley Unified,99.97
650,84,425000,2624 E CACTUS RD,85032,Active,6387606,CLEARVIEW 3,1972,3,2.0,1460.0,3.2,Paradise Valley Unified,99.97
651,107,624950,3722 E GREENWAY LN,85032,Active,6387325,PARADISE VALLEY OASIS 11,1980,5,2.0,2080.0,3.2,Paradise Valley Unified,99.97
652,114,524900,15602 N 38TH PL,85032,Active,6393103,SILVERTREE,1984,3,2.75,2026.0,3.2,Paradise Valley Unified,99.97
653,194,716000,4416 E WHITNEY LN,85032,Active,6377287,COVEY UNIT 11,1988,4,3.0,2486.0,3.2,Paradise Valley Unified,99.97
654,238,610000,3218 E CAPTAIN DREYFUS AVE,85032,Active,6371237,CHOLLA PARK 2,1965,6,4.0,2200.0,3.2,Paradise Valley Unified,99.97
655,296,529900,3456 E LUDLOW DR,85032,Active,6394294,PARADISE VALLEY OASIS NO 2-A EAST,1969,3,2.0,1240.0,3.2,Paradise Valley Unified,99.97
656,309,435000,14248 N 35TH ST,85032,Active,6394234,PARADISE VALLEY OASIS NO. 10,1979,3,2.0,1364.0,3.2,Paradise Valley Unified,99.97
657,318,499000,13416 N 30TH ST,85032,Active,6394148,VIEW PARADISE,1979,3,2.0,1498.0,3.2,Paradise Valley Unified,99.97
658,335,550000,3428 E ACOMA DR,85032,Active,6391737,PARADISE VALLEY OASIS NO. 10,1978,3,2.0,1720.0,3.2,Paradise Valley Unified,99.97
659,337,520000,3858 E DAHLIA DR,85032,Active,6394009,PLEASANT VALLEY ESTATES 2,1978,3,2.0,1593.0,3.2,Paradise Valley Unified,99.97
660,339,439000,2437 E MARMORA ST,85032,UCB (Under Contract-Backups),6391385,CACTUS GARDENS 5,1969,3,2.0,1414.0,3.2,Paradise Valley Unified,99.97
661,413,449900,2850 E PERSHING AVE,85032,UCB (Under Contract-Backups),6385334,CLEARVIEW 7A,1973,3,2.0,1066.0,3.2,Paradise Valley Unified,99.97
662,433,699000,13619 N 29th PL,85032,UCB (Under Contract-Backups),6387840,View Paradise,1974,4,3.0,2150.0,3.2,Paradise Valley Unified,99.97
663,449,450000,3635 E BEVERLY LN,85032,UCB (Under Contract-Backups),6390669,MONTCLAIR TERRACE 2,1974,3,2.0,1322.0,3.2,Paradise Valley Unified,99.97
664,457,475000,3149 E CORRINE DR,85032,Active,6377407,PARADISE VALLEY WEST NO 2 AMD,1971,4,2.0,1653.0,3.2,Paradise Valley Unified,99.97
665,503,699900,13221 N VICTOR HUGO AVE,85032,Active,6376620,CHATEAU THIERRY,1962,4,3.0,2232.0,3.2,Paradise Valley Unified,99.97
666,545,699000,13021 N 41 PL,85032,UCB (Under Contract-Backups),6390048,PARADISE VALLEY OASIS,1976,3,2.0,1589.0,3.2,Paradise Valley Unified,99.97
667,585,469900,3417 E EVERETT DR,85032,Active,6368924,PARADISE VALLEY OASIS NO. 10,1979,3,2.0,1643.0,3.2,Paradise Valley Unified,99.97
668,615,500000,2439 E ASTER DR,85032,Active,6391252,CLEARVIEW 5,1971,3,2.0,1698.0,3.2,Paradise Valley Unified,99.97
669,646,675000,4355 E BLANCHE DR,85032,UCB (Under Contract-Backups),6374373,ROYAL ESTATES EAST UNIT 4,1987,4,2.0,2248.0,3.2,Paradise Valley Unified,99.97
670,655,510000,2925 E Dahlia DR,85032,Active,6390821,PARADISE VALLEY WEST 3,1971,3,1.75,1575.0,3.2,Paradise Valley Unified,99.97
671,659,400000,14444 N 37TH PL,85032,UCB (Under Contract-Backups),6388454,PARADISE VALLEY OASIS NO. 7,1974,3,2.0,1144.0,3.2,Paradise Valley Unified,99.97
672,661,519900,3232 E EMILE ZOLA AVE,85032,Active,6383822,PARADISE VALLEY OASIS 2 LOTS 192-359,1962,3,2.0,1375.0,3.2,Paradise Valley Unified,99.97
673,699,630000,13411 N 41 ST,85032,Active,6385130,PARADISE VALLEY OASIS NO,1977,3,1.75,1667.0,3.2,Paradise Valley Unified,99.97
674,736,573900,3555 E CROCUS DR,85032,Active,6382173,PARADISE VALLEY OASIS NO. 10,1978,4,2.0,1792.0,3.2,Paradise Valley Unified,99.97
675,767,682000,3019 E FRIESS DR,85032,Active,6388955,CIMARRON HILLS 3,1996,3,2.5,2296.0,3.2,Paradise Valley Unified,99.97
676,828,740000,2836 E LUDLOW DR,85032,Active,6384960,28TH STREET AND THUNDERBIRD ROAD,1991,5,3.0,3009.0,3.2,Paradise Valley Unified,99.97
677,955,540000,3058 E CAPTAIN DREYFUS AVE,85032,UCB (Under Contract-Backups),6381517,SWEETWATER COVE,1999,3,2.0,1554.0,3.2,Paradise Valley Unified,99.97
678,1012,600000,3111 E CAPTAIN DREYFUS AVE,85032,UCB (Under Contract-Backups),6376608,SWEETWATER COVE,1999,3,2.0,1554.0,3.2,Paradise Valley Unified,99.97
679,1033,499000,3770 E PERSHING AVE,85032,UCB (Under Contract-Backups),6369478,PARADISE VALLEY OASIS NO. 6 AMD LOTS 827 THRU 1252,1972,3,2.0,1905.0,3.2,Paradise Valley Unified,99.97
680,1129,682500,4502 E JOAN DE ARC AVE,85032,Closed,6374410,Roadrunner Estates East,1978,3,2.0,1768.0,3.2,Paradise Valley Unified,99.97
681,1130,615000,2929 E BLOOMFIELD RD,85032,Closed,6366174,TOPAZ PARK,1972,3,2.0,1973.0,3.2,Paradise Valley Unified,99.97
682,1220,400000,3451 E Thunderbird RD,85032,Closed,6370705,PARADISE VALLEY OASIS,1970,3,1.75,1900.0,3.2,Paradise Valley Unified,99.97
683,1230,550000,3227 E Presidio RD,85032,Closed,6383744,Paradise Valley Oasis 2,1962,3,2.0,1374.0,3.2,Paradise Valley Unified,99.97
684,1240,576000,3823 E KINGS AVE,85032,Closed,6377163,VISTAS 2,1996,3,2.0,1713.0,3.2,Paradise Valley Unified,99.97
685,1271,750000,4617 E EMILE ZOLA AVE,85032,Closed,6386371,ROADRUNNER ESTATES EAST 3,1978,4,2.0,2049.0,3.2,Paradise Valley Unified,99.97
686,1281,745000,4440 E NISBET RD,85032,Closed,6381654,COVEY UNIT,1987,3,2.0,2206.0,3.2,Paradise Valley Unified,99.97
687,1332,470000,15234 N 28TH PL,85032,Closed,6364621,SOMBRA DE MONTOYA,2000,3,2.0,1449.0,3.2,Paradise Valley Unified,99.97
688,1338,655000,3440 E LARKSPUR DR,85032,Closed,6377857,MELROSE PARK PARADISE,1974,3,2.0,1878.0,3.2,Paradise Valley Unified,99.97
689,1340,555000,2501 E Blanche DR,85032,Closed,6381219,Paradise Plaza Sub 2,1965,3,2.0,1300.0,3.2,Paradise Valley Unified,99.97
690,1365,593000,3458 E ACOMA DR,85032,Closed,6363871,PARADISE VALLEY OASIS NO. 10,1978,3,2.0,1648.0,3.2,Paradise Valley Unified,99.97
691,1406,685000,3043 E REDFIELD RD,85032,Closed,6372504,DREAMSTREET LOT 1-21,1999,4,3.0,2117.0,3.2,Paradise Valley Unified,99.97
692,1410,505000,12808 N 27TH ST,85032,Closed,6377896,CLEARVIEW 6,1972,3,2.0,1909.0,3.2,Paradise Valley Unified,99.97
693,1465,500000,14050 N 37 PL,85032,Closed,6373944,Paradise Valley Oasis 3,1970,3,2.0,1672.0,3.2,Paradise Valley Unified,99.97
694,1470,450000,3527 E Crocus DR,85032,Closed,6383839,Paradise Valley Oasys NO. 10,1979,3,2.0,1100.0,3.2,Paradise Valley Unified,99.97
695,1497,625000,2801 E VOLTAIRE AVE,85032,Closed,6372892,VIEW PARADISE,1979,3,2.0,1527.0,3.2,Paradise Valley Unified,99.97
696,1504,435000,3950 E JOAN DE ARC AVE,85032,Closed,6375823,PARADISE VALLEY OASIS 5,1971,3,2.0,1320.0,3.2,Paradise Valley Unified,99.97
697,1524,487000,3842 E WHITNEY LN,85032,Closed,6374897,BRITANY PLACE 1 LOT 1-106,1984,3,2.0,1206.0,3.2,Paradise Valley Unified,99.97
698,1540,475000,3015 E DAHLIA DR E,85032,Closed,6361395,PARADISE VALLEY WEST NO. 4,1972,4,2.0,1737.0,3.2,Paradise Valley Unified,99.97
699,1552,500000,4436 E Acoma DR,85032,Closed,6383921,The Covey Unit 7 MCR 252-1,1983,3,1.75,1312.0,3.2,Paradise Valley Unified,99.97
